# stok scoring rules: kind <TAB> weight <TAB> phrase
#
# Phrases are matched case-insensitively on word boundaries; punctuation and
# hyphens count as spaces ("at-the-market" == "at the market"). A trailing '*'
# makes a prefix match ("approv*" matches approval, approved, approves).
#
# kinds:
#   cat:<catalyst>  base score for the story's catalyst (highest match wins; +5 if in headline)
#                   catalysts: fda clinical contract mna_target mna_acquirer earnings uplisting
#                              partnership product buyback crypto_ai legal_win offering
#                              reverse_split distress other
#   spec        specificity (definitive, signed, awarded...)   summed, capped at +15
#   tier1       named top-tier counterparty                   max weight applies
#   hedge       hedging language (negative weight)            summed, capped at -15
#   promo       promotional language (negative weight)        summed, capped at -15
#   nonbinding  LOI / MOU (negative weight)                   min weight applies
#   neg         negative outcome words (negative weight)      summed, capped at -30
#   dilution    offering/financing language -> hard block (score <= 15)
#   distress    delisting / going concern / bankruptcy -> -25
#   rsplit      reverse split -> -20
#   spam        law-firm investor alerts etc. -> score 0
#
# These weights are starting guesses. Tune them against the journal
# (news.jsonl + outcomes.jsonl) once real outcomes accumulate.

# ---------------- FDA / regulatory ----------------
dilution	0	best efforts offering
dilution	0	shelf registration
dilution	0	convertible note*
dilution	0	convertible preferred
dilution	0	warrant inducement
dilution	0	exercise of warrants
dilution	0	warrant exercise
dilution	0	gross proceeds
dilution	0	net proceeds
dilution	0	pipe financing
dilution	0	unit offering
dilution	0	rights offering
# ---------------- distress ----------------
distress	0	going concern
distress	0	delisting
distress	0	delisted
distress	0	deficiency notice
distress	0	deficiency letter
distress	0	minimum bid price
distress	0	notice of non compliance
distress	0	not in compliance
distress	0	chapter 11
distress	0	chapter 7
distress	0	bankruptcy
distress	0	receivership
distress	0	event of default
distress	0	notice of default
distress	0	forbearance
distress	0	restatement
distress	0	non reliance
distress	0	wind down
distress	0	liquidation
# ---------------- reverse split ----------------
rsplit	0	reverse stock split
rsplit	0	reverse split
rsplit	0	share consolidation
# ---------------- spam / not company news ----------------
spam	0	investor alert
spam	0	shareholder alert
spam	0	investor notice
spam	0	class action lawsuit
spam	0	securities class action
spam	0	class action filed
spam	0	securities fraud
spam	0	lead plaintiff
spam	0	law firm
spam	0	law offices
spam	0	investigation on behalf
spam	0	encourages investors
spam	0	rosen law
spam	0	pomerantz
spam	0	levi korsinsky
spam	0	bragar eagel
spam	0	faruqi
spam	0	bronstein gewirtz
spam	0	glancy prongay
spam	0	robbins geller
spam	0	kessler topaz
spam	0	johnson fistel
spam	0	schall law
spam	0	gainey mckenna
spam	0	kirby mcinerney
spam	0	halper sadeh
spam	0	portnoy law
spam	0	howard g smith
spam	0	block leviton
